,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,6,7,8,9
mae,0.008847053,0.0075146877,0.0714263,0.021965344,1620.0173,2086427.4,0.09550472,0.43821782,0.30613202,0.08695955,5580.8545,0.049095366,0.036082394,6.155713,2144.423,1223.2913,2521.266,0.30877808,16.648853,772.1269,0.042450435,11433.26,8114.768,31.176533,0.27516696,1734.6799,635.643,0.73946005,10816.877,30.075857,0.025620881,0.10213476,0.3465357,0.24987492,7.178529e-05,1952.2655,5.543237,0.07481609,0.07627147,0.16885002,6734502400.0,115.281746,0.013788019,1077.8756,1975520.1,0.02904165,7440379000.0,139.79459,853.54614,1183.5979
mse,0.00013509077,0.000102716804,0.012285648,0.00095149927,4973653.5,14260672000000.0,0.049767647,0.31350777,0.21753088,0.02954979,59603564.0,0.0056657367,0.014621401,495.80597,7889258.0,3433633.8,15871669.0,0.15973412,457.67404,1153836.6,0.0025019757,180687420.0,98186720.0,2060.9995,0.13764831,7543429.0,830713.06,1.5992686,485367260.0,2305.5564,0.0013594487,0.015207838,3.8476691,0.15797046,5.1531277e-09,6813023.5,65.17277,0.046406053,0.010207626,0.047238573,1.2576769e+21,27227.28,0.000655885,2853374.8,13364613000000.0,0.0013421341,1.2281333e+21,36257.12,1590452.6,2935327.0
rmse,0.011622855,0.01013493,0.11084064,0.030846382,2230.169,3776330.5,0.22308664,0.5599176,0.46640205,0.17190053,7720.3345,0.075271085,0.12091898,22.2667,2808.7822,1853.0067,3983.9263,0.3996675,21.393318,1074.1678,0.050019752,13442.002,9908.921,45.39823,0.37100986,2746.5303,911.43463,1.2646219,22031.053,48.01621,0.0368707,0.123320065,1.9615476,0.39745498,7.178529e-05,2610.177,8.072965,0.21542063,0.10103279,0.21734436,35463740000.0,165.0069,0.025610251,1689.1935,3655764.2,0.03663515,35044733000.0,190.41302,1261.1315,1713.2795
mape,0.018463187,0.026372785,1.0408834,0.24476151,7.224921,18421260.0,0.096037544,0.44269553,0.3369616,1.7197056,6.654228,0.2888661,0.08197572,4.5352707,0.020107944,23.921131,8.061894,0.31463653,57.620094,7.532683,1.0181543,0.3748287,0.25250214,0.9078847,2.8329525,28.841776,20.580727,20.218864,1.278565,2.785486,0.17345303,0.30703032,0.39567825,0.25170964,71785.29,20.328115,4.926563,0.73565936,4.3519993,0.58233905,15525100.0,41.47353,0.08653956,7.5083323,2727286.0,0.6960683,303113540.0,9.86301,31.615395,25.979116
